Date,Close
2018-01-01,101.04342830602246
2018-01-02,102.04722232419002
2018-01-03,101.76503256656773
2018-01-04,103.08327347002391
2018-01-05,106.2232515338463
2018-01-06,105.72580087743158
2018-01-07,105.23071453166244
2018-01-08,108.55434839113046
2018-01-09,110.22051593024881
2018-01-10,109.18560174957307
2018-01-11,110.37039664645722
2018-01-12,109.34744475508327
2018-01-13,108.32891758509683
2018-01-14,108.85314780460043
2018-01-15,104.68781625933327
2018-01-16,101.07625863708184
2018-01-17,99.93958024240251
2018-01-18,97.91514190194923
2018-01-19,98.53053334521674
2018-01-20,96.74117141618869
2018-01-21,94.00861312693678
2018-01-22,96.76428528888714
2018-01-23,96.32734364185217
2018-01-24,96.45743989342199
2018-01-25,93.70888864272305
2018-01-26,92.688618640492
2018-01-27,92.89424387281666
2018-01-28,90.7558303112744
2018-01-29,91.43776602329963
2018-01-30,90.3393448234329
2018-01-31,89.8123163785246
2018-02-01,88.73150308603266
2018-02-02,92.01861163493157
2018-02-03,91.99377171730538
2018-02-04,90.04771536248002
2018-02-05,91.52908116483849
2018-02-06,89.29422721428298
2018-02-07,89.66723348046592
2018-02-08,86.1528695096135
2018-02-09,83.86432872250877
2018-02-10,84.19452143046173
2018-02-11,85.4380182363638
2018-02-12,85.73084556303266
2018-02-13,85.53255306229153
2018-02-14,85.01746970588667
2018-02-15,82.50346573537567
2018-02-16,81.31567289573364
2018-02-17,80.56652986328446
2018-02-18,82.26990325144062
2018-02-19,82.83529212020508
2018-02-20,79.9144531944226
2018-02-21,80.43243305848787
2018-02-22,79.81297096365597
2018-02-23,78.73242784455438
2018-02-24,79.69560303006214
2018-02-25,81.33892560344256
2018-02-26,82.85391208993771
2018-02-27,81.46326299206923
2018-02-28,80.95947401018184
2018-03-01,81.49585227348665
2018-03-02,83.08590990480832
2018-03-03,82.28965735372194
2018-03-04,81.98410108223577
2018-03-05,80.17006351544131
2018-03-06,78.25206429483853
2018-03-07,79.52370075274267
2018-03-08,81.68076527636181
2018-03-09,81.5631284395953
2018-03-10,83.20015409247783
2018-03-11,83.8019175526649
2018-03-12,82.72067210292462
2018-03-13,83.31856985057863
2018-03-14,85.88150999249541
2018-03-15,85.81997410577915
2018-03-16,88.50552766631374
2018-03-17,83.86828921053964
2018-03-18,85.24692034933581
2018-03-19,85.39533023919066
2018-03-20,84.8846536104511
2018-03-21,85.04043524507593
2018-03-22,81.65996073353107
2018-03-23,81.30119277882963
2018-03-24,81.88186633923402
2018-03-25,84.30212079193551
2018-03-26,83.42829522106015
2018-03-27,82.07927036132992
2018-03-28,81.25559332060838
2018-03-29,82.74322416462485
2018-03-30,83.28726269984367
2018-03-31,82.40481715466231
2018-04-01,83.25073133420528
2018-04-02,83.41236687379242
2018-04-03,85.02830630020823
2018-04-04,83.83441859010398
2018-04-05,83.2850312790238
2018-04-06,82.63189648305635
2018-04-07,80.21323616914718
2018-04-08,80.68829148352026
2018-04-09,81.10957356141947
2018-04-10,81.11786856717336
2018-04-11,80.73728440211985
2018-04-12,78.45182059941259
2018-04-13,77.79181277146118
2018-04-14,77.25860510138693
2018-04-15,76.01894864689469
2018-04-16,75.77373324224236
2018-04-17,76.38606207905364
2018-04-18,79.26762834590372
2018-04-19,79.54439572960362
2018-04-20,79.95412953360292
2018-04-21,79.83508436575461
2018-04-22,76.771379128715
2018-04-23,76.73066899302933
2018-04-24,76.82309907907664
2018-04-25,80.60777693634087
2018-04-26,80.29766114153415
2018-04-27,80.78193206779083
2018-04-28,80.7258503913452
2018-04-29,78.8389998229347
2018-04-30,80.64097997635861
2018-05-01,81.85371230900773
2018-05-02,83.14869033741763
2018-05-03,81.63640281990843
2018-05-04,83.92678444872952
2018-05-05,81.57372740920572
2018-05-06,82.53116982116217
2018-05-07,86.14678712595104
2018-05-08,84.44015668711994
2018-05-09,83.48379130673557
2018-05-10,83.65017678206372
2018-05-11,82.80786023261803
2018-05-12,80.2397178192669
2018-05-13,80.34974729429261
2018-05-14,78.64263059533899
2018-05-15,79.38752168684282
2018-05-16,77.92770546014992
2018-05-17,80.34336209608512
2018-05-18,79.08477803850269
2018-05-19,78.5753747680253
2018-05-20,79.85382317272656
2018-05-21,77.88803874324384
2018-05-22,78.24236690722347
2018-05-23,80.28784576683717
2018-05-24,77.7066184466526
2018-05-25,77.99356390259865
2018-05-26,78.39894760900665
2018-05-27,79.62482941628652
2018-05-28,77.65498962928608
2018-05-29,75.60418873738645
2018-05-30,76.3934081101222
2018-05-31,76.84716153701729
2018-06-01,77.23215482770523
2018-06-02,77.76729366281826
2018-06-03,76.70962001839884
2018-06-04,77.0659418755406
2018-06-05,77.51765999939175
2018-06-06,76.41016299253873
2018-06-07,79.26144568261664
2018-06-08,80.01257932908635
2018-06-09,78.10619401758746
2018-06-10,79.13181208836546
2018-06-11,77.58924555287741
2018-06-12,78.81063156469065
2018-06-13,80.63682455088329
2018-06-14,79.31328022854451
2018-06-15,80.84145064662943
2018-06-16,81.50884682528556
2018-06-17,82.84895033852877
2018-06-18,85.9918964909761
2018-06-19,85.56986870154742
2018-06-20,84.27992660915386
2018-06-21,82.78056239222141
2018-06-22,81.42989770832546
2018-06-23,81.3043300221109
2018-06-24,81.85907267707465
2018-06-25,82.31206572210333
2018-06-26,83.67380896128086
2018-06-27,83.6955673176234
2018-06-28,86.128654501687
2018-06-29,85.67276376265774
2018-06-30,90.3336519707317
2018-07-01,91.46402829958079
2018-07-02,89.89604663963563
2018-07-03,87.97066660060088
2018-07-04,88.81953500030778
2018-07-05,88.42257778665747
2018-07-06,89.68525307122887
2018-07-07,90.53410179368298
2018-07-08,90.40223178984296
2018-07-09,88.8711909502629
2018-07-10,86.17866541095223
2018-07-11,85.4090641578488
2018-07-12,86.87194854923037
2018-07-13,87.2439233637262
2018-07-14,85.07026059290278
2018-07-15,85.36491152274039
2018-07-16,86.02276320331491
2018-07-17,84.50212602451852
2018-07-18,84.76192799003334
2018-07-19,84.86060565405957
2018-07-20,82.92074261968942
2018-07-21,83.51410249208978
2018-07-22,84.45077082031166
2018-07-23,86.28006106679264
2018-07-24,88.0985031748303
2018-07-25,85.67109099109362
2018-07-26,84.06420110452773
2018-07-27,84.93012167009879
2018-07-28,85.802839736566
2018-07-29,86.68669081826214
2018-07-30,93.3663016889855
2018-07-31,94.43234040204065
2018-08-01,96.57702282368857
2018-08-02,98.41971582542301
2018-08-03,99.70191066231668
2018-08-04,99.07325174104251
2018-08-05,100.57712271395515
2018-08-06,99.02255198517547
2018-08-07,98.55354432923609
2018-08-08,97.59685837070067
2018-08-09,97.75667154641886
2018-08-10,102.282137891307
2018-08-11,98.46238037314086
2018-08-12,99.81379661113284
2018-08-13,96.59437073196345
2018-08-14,95.68265149987762
2018-08-15,97.76652510928186
2018-08-16,97.89221379130029
2018-08-17,95.78215734703002
2018-08-18,94.41189069840497
2018-08-19,95.69513286623103
2018-08-20,94.29728222896637
2018-08-21,94.70551136322028
2018-08-22,94.79182945125736
2018-08-23,93.55650167084474
2018-08-24,97.56809984634798
2018-08-25,98.80510533562843
2018-08-26,94.80321680374098
2018-08-27,95.15674618028255
2018-08-28,93.89727724721232
2018-08-29,95.49810063065485
2018-08-30,93.9844161260403
2018-08-31,93.76874737684737
2018-09-01,94.71578786867218
2018-09-02,96.35580157501656
2018-09-03,94.04269112642712
2018-09-04,93.41354319835514
2018-09-05,92.52621671153534
2018-09-06,91.31721506839341
2018-09-07,94.54154235945653
2018-09-08,95.30729427108895
2018-09-09,92.90386550953886
2018-09-10,94.60932396724887
2018-09-11,98.62483923029434
2018-09-12,100.66137363694877
2018-09-13,97.60253628023567
2018-09-14,96.65728680693458
2018-09-15,99.10641069305127
2018-09-16,97.70371907916034
2018-09-17,98.5709752537498
2018-09-18,100.09810393597569
2018-09-19,98.24242428226677
2018-09-20,98.12546597655124
2018-09-21,91.76444861457415
2018-09-22,89.88440127308165
2018-09-23,89.43036253170918
2018-09-24,87.19856848522745
2018-09-25,90.0454470628663
2018-09-26,87.46989266803493
2018-09-27,86.70007978762402
2018-09-28,86.9267841572677
2018-09-29,89.43248919947341
2018-09-30,86.86423467292765
2018-10-01,88.88498125553228
2018-10-02,88.90317256427053
2018-10-03,87.15798790472172
2018-10-04,87.96350808513309
2018-10-05,88.3137078679531
2018-10-06,87.25356030901676
2018-10-07,87.3753699176642
2018-10-08,86.70203155646216
2018-10-09,86.89887524546575
2018-10-10,88.04964346309376
2018-10-11,90.84260776685515
2018-10-12,88.59368000990192
2018-10-13,92.37314553479669
2018-10-14,88.76673572675683
2018-10-15,88.49726637839115
2018-10-16,89.53855566913629
2018-10-17,90.04174778897165
2018-10-18,88.92036872673165
2018-10-19,88.55024258189154
2018-10-20,87.67713553474876
2018-10-21,86.64365926126872
2018-10-22,88.11591195330772
2018-10-23,88.74508685585299
2018-10-24,87.51524041155977
2018-10-25,89.08981439901478
2018-10-26,89.63735954461086
2018-10-27,91.0946158247421
2018-10-28,92.24173177408628
2018-10-29,90.71237306529568
2018-10-30,89.69606603524662
2018-10-31,91.0366519663037
2018-11-01,92.14797327480063
2018-11-02,92.10945248436046
2018-11-03,92.32559170512036
2018-11-04,94.6848150552109
2018-11-05,93.5645585043334
2018-11-06,94.58833700289443
2018-11-07,94.2058356679359
2018-11-08,93.79569887475145
2018-11-09,95.85690972954221
2018-11-10,97.43934693862688
2018-11-11,99.02470389183054
2018-11-12,101.61019693814089
2018-11-13,101.65288102783613
2018-11-14,103.03933071298866
2018-11-15,102.39993713415106
2018-11-16,103.06382941646753
2018-11-17,102.79556858536576
2018-11-18,102.99498369280401
2018-11-19,104.22094745539466
2018-11-20,102.5154327587108
2018-11-21,106.80547250002509
2018-11-22,104.65650926453881
2018-11-23,102.11505442847648
2018-11-24,104.48026552610987
2018-11-25,106.13452809555713
2018-11-26,107.45934134071545
2018-11-27,108.80977323191418
2018-11-28,108.78312186038826
2018-11-29,106.83099922772607
2018-11-30,106.99296476168311
2018-12-01,105.54393397892758
2018-12-02,107.60229343423543
2018-12-03,107.28581920391417
2018-12-04,105.51453634374579
2018-12-05,104.83631878235659
2018-12-06,105.70212305387061
2018-12-07,104.51038541289113
2018-12-08,102.79177400419138
2018-12-09,103.29275481961915
2018-12-10,103.79882025898986
2018-12-11,102.74641818815248
2018-12-12,101.7784682135185
2018-12-13,102.25082195698455
2018-12-14,99.28946567336175
2018-12-15,96.49453915111252
2018-12-16,95.10802027040185
2018-12-17,94.70200954976845
2018-12-18,95.2908809746956
2018-12-19,98.10264084798794
2018-12-20,99.78541432768412
2018-12-21,99.4662236780969
2018-12-22,99.42839427032173
2018-12-23,97.43479657162607
2018-12-24,97.39872009883965
2018-12-25,96.83642045931376
2018-12-26,97.46143866329223
2018-12-27,95.8489763059842
2018-12-28,96.84455294074614
2018-12-29,99.81330123683853
2018-12-30,99.59618704762877
2018-12-31,100.3963661638966
2019-01-01,101.78212514184945
2019-01-02,100.96538369627032
2019-01-03,101.41789536445907
2019-01-04,101.44343726015659
2019-01-05,101.64160924365568
2019-01-06,100.07021007581248
2019-01-07,100.11926484155423
2019-01-08,101.11644929779112
2019-01-09,104.05113907861956
2019-01-10,106.04740352140065
2019-01-11,110.61419169993924
2019-01-12,108.91660109150365
2019-01-13,110.8168050677755
2019-01-14,111.22315257398834
2019-01-15,116.09428828895308
2019-01-16,114.21751200568333
2019-01-17,112.29929321386899
2019-01-18,110.95306580504989
2019-01-19,106.2400109638017
2019-01-20,105.12288657844893
2019-01-21,103.52684224487882
2019-01-22,103.83823812102148
2019-01-23,104.54798488886209
2019-01-24,108.4709824998074
2019-01-25,110.53285065019298
2019-01-26,109.25751453797533
2019-01-27,107.29434345765586
2019-01-28,108.34994634847635
2019-01-29,105.48900240551308
2019-01-30,109.35297756864924
2019-01-31,111.93248334994523
2019-02-01,110.88216343259704
2019-02-02,107.08304217586344
2019-02-03,109.98257762673326
2019-02-04,109.73062987829626
2019-02-05,112.4471571500258
2019-02-06,108.86137999976984
2019-02-07,107.55640415704701
2019-02-08,107.56768402677035
2019-02-09,107.66875590007987
2019-02-10,106.69959611232481
2019-02-11,108.02875283672616
2019-02-12,105.72207876694192
2019-02-13,105.42102566433756
2019-02-14,105.67465944189772
2019-02-15,106.76192241375462
2019-02-16,108.2813898618146
2019-02-17,105.84583368578855
2019-02-18,102.59824181837466
2019-02-19,105.21998972915218
2019-02-20,105.9193112676991
2019-02-21,104.33372769879479
2019-02-22,107.57047705546708
2019-02-23,107.81934056734907
2019-02-24,110.36236146172293
2019-02-25,110.51139144273752
2019-02-26,115.06611385456637
2019-02-27,119.10571883916919
2019-02-28,118.51265776177355
2019-03-01,120.81552687380825
2019-03-02,122.37495558142453
2019-03-03,125.72468010263168
2019-03-04,123.29838623453253
2019-03-05,124.99016699236557
2019-03-06,127.63602005956834
2019-03-07,123.14644989219522
2019-03-08,120.23216818940503
2019-03-09,115.32854206593105
2019-03-10,114.70713611714928
2019-03-11,116.35328046125716
2019-03-12,119.84936388996668
2019-03-13,120.02696813598422
2019-03-14,123.93652385986529
2019-03-15,120.51562431376358
2019-03-16,116.40994035128382
2019-03-17,116.28061426497969
2019-03-18,117.17380159139205
2019-03-19,117.0971822328669
2019-03-20,112.25534934598149
2019-03-21,112.05526532259677
2019-03-22,109.13181180291063
2019-03-23,110.59346337428053
2019-03-24,111.40433076833628
2019-03-25,109.31019719636656
2019-03-26,108.1867793150313
2019-03-27,105.89492132422936
2019-03-28,105.76217336274104
2019-03-29,107.78253191647988
2019-03-30,105.65765093547856
2019-03-31,106.72277835131513
2019-04-01,105.59096702582195
2019-04-02,103.91656284408029
2019-04-03,103.69411830155144
2019-04-04,101.5471475045169
2019-04-05,100.42271735099963
2019-04-06,98.01683429043041
2019-04-07,101.8683570460166
2019-04-08,101.94020184807594
2019-04-09,100.5135986576157
2019-04-10,100.94375647498234
2019-04-11,100.71698016911633
2019-04-12,100.27187235363303
2019-04-13,101.50354525264517
2019-04-14,103.04133961516544
2019-04-15,101.94806863682201
2019-04-16,100.77399748643045
2019-04-17,100.21963630568247
2019-04-18,95.6056822669994
2019-04-19,92.70846476167236
2019-04-20,95.24288105881271
2019-04-21,98.37631034446451
2019-04-22,97.88632541017742
2019-04-23,99.01506626024103
2019-04-24,99.6314353537538
2019-04-25,105.76650163834424
2019-04-26,108.13477207243412
2019-04-27,107.85812528045757
2019-04-28,105.79686926940109
2019-04-29,102.39772944274907
2019-04-30,102.81441372948845
2019-05-01,101.25913856048311
2019-05-02,98.37881485151686
2019-05-03,97.10663337017873
2019-05-04,95.00612366099409
2019-05-05,98.21189939730041
2019-05-06,99.943649699584
2019-05-07,99.92771340216544
2019-05-08,102.88546207740977
2019-05-09,103.04466355905922
2019-05-10,101.26964874396714
2019-05-11,104.35457354993868
2019-05-12,105.47932810574851
2019-05-13,103.29116755697599
2019-05-14,102.89796147116584
2019-05-15,101.09597480516116
2019-05-16,98.30006506991808
2019-05-17,100.12093133369122
2019-05-18,103.94438278064956
2019-05-19,101.03691791589634
2019-05-20,102.17453144702993
2019-05-21,100.84494945423964
2019-05-22,99.86246676016708
2019-05-23,98.6793083888025
2019-05-24,96.97414815667622
2019-05-25,97.06825502741873
2019-05-26,95.45507747112173
2019-05-27,95.9714070162699
2019-05-28,95.87497857527647
2019-05-29,95.41679579779804
2019-05-30,93.68485946550754
2019-05-31,92.60416464454698
2019-06-01,94.00321211349527
2019-06-02,94.94496860628628
2019-06-03,93.0886895657201
2019-06-04,93.27362384859907
2019-06-05,94.6753158468003
2019-06-06,91.51428640147066
2019-06-07,92.50879080676297
2019-06-08,91.28282035276473
2019-06-09,92.32453746793905
2019-06-10,90.91518649601991
2019-06-11,87.63336264031506
2019-06-12,84.7808223068847
2019-06-13,84.8623559332554
2019-06-14,85.30316920095468
2019-06-15,83.76034771930433
2019-06-16,84.8301222472667
2019-06-17,82.01118324729546
2019-06-18,81.90279759777927
2019-06-19,79.91908530384374
2019-06-20,78.87720239377242
2019-06-21,78.95197588558483
2019-06-22,77.59334918023416
2019-06-23,76.99657012778177
2019-06-24,78.546192024857
2019-06-25,77.63993883363412
2019-06-26,78.93760052292389
2019-06-27,77.15407355490444
2019-06-28,77.97160456515587
2019-06-29,80.21963293402537
2019-06-30,76.2541446431531
2019-07-01,75.03881332163134
2019-07-02,75.90486947412369
2019-07-03,75.59662680362536
2019-07-04,76.15777432520447
2019-07-05,75.23781097429107
2019-07-06,75.36810749553487
2019-07-07,75.13344552330211
2019-07-08,76.88823532155824
2019-07-09,77.27947471496731
2019-07-10,77.80126984271823
2019-07-11,77.16037882305234
2019-07-12,76.4079012037341
2019-07-13,75.74688393813834
2019-07-14,76.34445435109592
2019-07-15,75.70165774152588
2019-07-16,76.14038648230331
2019-07-17,79.30082286059421
2019-07-18,80.6824409765207
2019-07-19,80.15635348869893
2019-07-20,82.08205204390931
2019-07-21,81.41213876378546
